county_code,county_name,constituency_code,constituency_name,ward_code,ward_name,ward_registered_voters_2022,allocated_polling_centers,allocated_polling_stations,avg_voters_per_center_est,avg_voters_per_station_est
030,BUNGOMA,152,SIRISIA,0757,TARBAS,19474,21,40,927.33,486.85
030,BUNGOMA,152,SIRISIA,0758,GRIFTU,15105,17,32,888.53,472.03
030,BUNGOMA,152,SIRISIA,0759,HADA,25510,28,53,911.07,481.32
030,BUNGOMA,152,SIRISIA,0760,ELDER,24849,27,51,920.33,487.24
030,BUNGOMA,153,TONGAREN,0761,ELDER,23296,25,48,931.84,485.33
030,BUNGOMA,153,TONGAREN,0762,TARBAS,24154,26,50,929.0,483.08
030,BUNGOMA,153,TONGAREN,0763,GRIFTU,28846,31,59,930.52,488.92
030,BUNGOMA,153,TONGAREN,0764,HADA,23108,25,48,924.32,481.42
030,BUNGOMA,153,TONGAREN,0765,ELDER,13937,16,30,871.06,464.57
030,BUNGOMA,154,KIMININI,0766,ELDER,15437,17,32,908.06,482.41
030,BUNGOMA,154,KIMININI,0767,TARBAS,18188,20,38,909.4,478.63
030,BUNGOMA,154,KIMININI,0768,GRIFTU,13273,15,28,884.87,474.04
030,BUNGOMA,154,KIMININI,0769,HADA,33929,36,69,942.47,491.72
030,BUNGOMA,154,KIMININI,0770,ELDER,22341,24,46,930.88,485.67
030,BUNGOMA,155,LUKUYANI,0771,ELDER,22926,25,47,917.04,487.79
030,BUNGOMA,155,LUKUYANI,0772,TARBAS,23379,25,48,935.16,487.06
030,BUNGOMA,155,LUKUYANI,0773,GRIFTU,18556,20,38,927.8,488.32
030,BUNGOMA,155,LUKUYANI,0774,HADA,31772,34,65,934.47,488.8
030,BUNGOMA,155,LUKUYANI,0775,ELDER,20551,22,42,934.14,489.31
