county_code,county_name,constituency_code,constituency_name,ward_code,ward_name,ward_registered_voters_2022,allocated_polling_centers,allocated_polling_stations,avg_voters_per_center_est,avg_voters_per_station_est
018,MURANG'A,092,MAKUYU,0452,GRIFTU,32794,35,67,936.97,489.46
018,MURANG'A,092,MAKUYU,0453,HADA,22692,25,47,907.68,482.81
018,MURANG'A,092,MAKUYU,0454,ELDER,25602,28,53,914.36,483.06
019,KIAMBU,093,THIKA TOWN,0455,ELDER,20470,22,42,930.45,487.38
019,KIAMBU,093,THIKA TOWN,0456,TARBAS,6423,8,14,802.88,458.79
019,KIAMBU,093,THIKA TOWN,0457,GRIFTU,19474,21,40,927.33,486.85
019,KIAMBU,093,THIKA TOWN,0458,HADA,15105,17,32,888.53,472.03
019,KIAMBU,093,THIKA TOWN,0459,ELDER,25510,28,53,911.07,481.32
019,KIAMBU,094,RUIRU,0460,ELDER,24849,27,51,920.33,487.24
019,KIAMBU,094,RUIRU,0461,TARBAS,23296,25,48,931.84,485.33
019,KIAMBU,094,RUIRU,0462,GRIFTU,24154,26,50,929.0,483.08
019,KIAMBU,094,RUIRU,0463,HADA,28846,31,59,930.52,488.92
019,KIAMBU,094,RUIRU,0464,ELDER,23108,25,48,924.32,481.42
019,KIAMBU,095,JUJA,0465,ELDER,13937,16,30,871.06,464.57
019,KIAMBU,095,JUJA,0466,TARBAS,15437,17,32,908.06,482.41
019,KIAMBU,095,JUJA,0467,GRIFTU,18188,20,38,909.4,478.63
019,KIAMBU,095,JUJA,0468,HADA,13273,15,28,884.87,474.04
019,KIAMBU,095,JUJA,0469,ELDER,33929,36,69,942.47,491.72
019,KIAMBU,096,LIMURU,0470,ELDER,22341,24,46,930.88,485.67
019,KIAMBU,096,LIMURU,0471,TARBAS,22926,25,47,917.04,487.79
019,KIAMBU,096,LIMURU,0472,GRIFTU,23379,25,48,935.16,487.06
019,KIAMBU,096,LIMURU,0473,HADA,18556,20,38,927.8,488.32
019,KIAMBU,096,LIMURU,0474,ELDER,31772,34,65,934.47,488.8
019,KIAMBU,097,KIKUYU,0475,ELDER,20551,22,42,934.14,489.31
019,KIAMBU,097,KIKUYU,0476,TARBAS,24331,26,50,935.81,486.62
019,KIAMBU,097,KIKUYU,0477,GRIFTU,13463,15,28,897.53,480.82
019,KIAMBU,097,KIKUYU,0478,HADA,23916,26,49,919.85,488.08
019,KIAMBU,097,KIKUYU,0479,ELDER,18833,21,39,896.81,482.9
019,KIAMBU,098,GITHUNGURI,0480,ELDER,14688,16,30,918.0,489.6
019,KIAMBU,098,GITHUNGURI,0481,TARBAS,15589,17,32,917.0,487.16
019,KIAMBU,098,GITHUNGURI,0482,GRIFTU,15744,17,32,926.12,492.0
019,KIAMBU,098,GITHUNGURI,0483,HADA,20453,22,42,929.68,486.98
019,KIAMBU,098,GITHUNGURI,0484,ELDER,20681,23,43,899.17,480.95
019,KIAMBU,099,LARI,0485,ELDER,11016,13,24,847.38,459.0
019,KIAMBU,099,LARI,0486,TARBAS,12087,14,26,863.36,464.88
019,KIAMBU,099,LARI,0487,GRIFTU,18778,21,39,894.19,481.49
019,KIAMBU,099,LARI,0488,HADA,12743,14,26,910.21,490.12
019,KIAMBU,099,LARI,0489,ELDER,9844,11,21,894.91,468.76
019,KIAMBU,100,KABETE,0490,ELDER,15597,17,32,917.47,487.41
019,KIAMBU,100,KABETE,0491,TARBAS,14214,16,30,888.38,473.8
019,KIAMBU,100,KABETE,0492,GRIFTU,15037,17,32,884.53,469.91
019,KIAMBU,100,KABETE,0493,HADA,16243,18,34,902.39,477.74
019,KIAMBU,100,KABETE,0494,ELDER,14445,16,30,902.81,481.5
