county_code,county_name,constituency_code,constituency_name,ward_code,ward_name,ward_registered_voters_2022,allocated_polling_centers,allocated_polling_stations,avg_voters_per_center_est,avg_voters_per_station_est
038,KISII,206,NYARIBARI MASABA,1027,TARBAS,16263,18,34,903.5,478.32
038,KISII,206,NYARIBARI MASABA,1028,GRIFTU,10466,12,22,872.17,475.73
038,KISII,206,NYARIBARI MASABA,1029,HADA,9589,11,20,871.73,479.45
038,KISII,206,NYARIBARI MASABA,1030,ELDER,29237,32,61,913.66,479.3
038,KISII,207,DAICHA,1031,ELDER,37144,40,76,928.6,488.74
038,KISII,207,DAICHA,1032,TARBAS,29548,32,61,923.38,484.39
038,KISII,207,DAICHA,1033,GRIFTU,32551,35,67,930.03,485.84
038,KISII,207,DAICHA,1034,HADA,32259,35,67,921.69,481.48
038,KISII,207,DAICHA,1035,ELDER,38927,42,80,926.83,486.59
038,KISII,208,KITUTU CHACHE,1036,ELDER,28468,31,59,918.32,482.51
038,KISII,208,KITUTU CHACHE,1037,TARBAS,34831,37,71,941.38,490.58
038,KISII,208,KITUTU CHACHE,1038,GRIFTU,26343,29,55,908.38,478.96
038,KISII,208,KITUTU CHACHE,1039,HADA,29090,31,60,938.39,484.83
038,KISII,208,KITUTU CHACHE,1040,ELDER,13484,15,28,898.93,481.57
039,NYAMIRA,209,NORTH MUGIRANGO,1041,ELDER,24892,27,51,921.93,488.08
039,NYAMIRA,209,NORTH MUGIRANGO,1042,TARBAS,37766,40,77,944.15,490.47
039,NYAMIRA,209,NORTH MUGIRANGO,1043,GRIFTU,19657,22,41,893.5,479.44
039,NYAMIRA,209,NORTH MUGIRANGO,1044,HADA,19131,21,40,911.0,478.28
039,NYAMIRA,209,NORTH MUGIRANGO,1045,ELDER,34450,37,71,931.08,485.21
039,NYAMIRA,210,WEST MUGIRANGO,1046,ELDER,18386,20,38,919.3,483.84
039,NYAMIRA,210,WEST MUGIRANGO,1047,TARBAS,37864,41,78,923.51,485.44
039,NYAMIRA,210,WEST MUGIRANGO,1048,GRIFTU,33149,36,68,920.81,487.49
039,NYAMIRA,210,WEST MUGIRANGO,1049,HADA,21800,24,45,908.33,484.44
039,NYAMIRA,210,WEST MUGIRANGO,1050,ELDER,24243,26,50,932.42,484.86
039,NYAMIRA,211,BORABU,1051,ELDER,18048,20,38,902.4,474.95
039,NYAMIRA,211,BORABU,1052,TARBAS,32794,35,67,936.97,489.46
039,NYAMIRA,211,BORABU,1053,GRIFTU,22692,25,47,907.68,482.81
039,NYAMIRA,211,BORABU,1054,HADA,25602,28,53,914.36,483.06
039,NYAMIRA,211,BORABU,1055,ELDER,20470,22,42,930.45,487.38
039,NYAMIRA,212,KITACHI MASABA,1056,ELDER,6423,8,14,802.88,458.79
039,NYAMIRA,212,KITACHI MASABA,1057,TARBAS,19474,21,40,927.33,486.85
039,NYAMIRA,212,KITACHI MASABA,1058,GRIFTU,15105,17,32,888.53,472.03
039,NYAMIRA,212,KITACHI MASABA,1059,HADA,25510,28,53,911.07,481.32
039,NYAMIRA,212,KITACHI MASABA,1060,ELDER,24849,27,51,920.33,487.24
040,NYANDARUA,213,KINANGOP,1061,ELDER,23296,25,48,931.84,485.33
040,NYANDARUA,213,KINANGOP,1062,TARBAS,24154,26,50,929.0,483.08
040,NYANDARUA,213,KINANGOP,1063,GRIFTU,28846,31,59,930.52,488.92
040,NYANDARUA,213,KINANGOP,1064,HADA,23108,25,48,924.32,481.42
040,NYANDARUA,213,KINANGOP,1065,ELDER,13937,16,30,871.06,464.57
040,NYANDARUA,214,OL KALOU,1066,ELDER,15437,17,32,908.06,482.41
040,NYANDARUA,214,OL KALOU,1067,TARBAS,18188,20,38,909.4,478.63
040,NYANDARUA,214,OL KALOU,1068,GRIFTU,13273,15,28,884.87,474.04
040,NYANDARUA,214,OL KALOU,1069,HADA,33929,36,69,942.47,491.72
040,NYANDARUA,214,OL KALOU,1070,ELDER,22341,24,46,930.88,485.67
040,NYANDARUA,215,KIPIPIRI,1071,ELDER,22926,25,47,917.04,487.79
040,NYANDARUA,215,KIPIPIRI,1072,TARBAS,23379,25,48,935.16,487.06
040,NYANDARUA,215,KIPIPIRI,1073,GRIFTU,18556,20,38,927.8,488.32
040,NYANDARUA,215,KIPIPIRI,1074,HADA,31772,34,65,934.47,488.8
040,NYANDARUA,215,KIPIPIRI,1075,ELDER,20551,22,42,934.14,489.31
040,NYANDARUA,216,OL JORO OROK,1076,ELDER,24331,26,50,935.81,486.62
040,NYANDARUA,216,OL JORO OROK,1077,TARBAS,13463,15,28,897.53,480.82
040,NYANDARUA,216,OL JORO OROK,1078,GRIFTU,23916,26,49,919.85,488.08
040,NYANDARUA,216,OL JORO OROK,1079,HADA,18833,21,39,896.81,482.9
040,NYANDARUA,216,OL JORO OROK,1080,ELDER,14688,16,30,918.0,489.6
